date,total_const_gas,Methane,Ethane,Propane,CO2,Nitrogen,Methane_pct,Ethane_pct,Propane_pct,CO2_pct,Nitrogen_pct
2006-05-08 00:00:00 +0000,212092.6567919031,166570.0443809232,829.0777112377717,40.09059328473315,41043.44859086451,3609.995515592947,0.7853645048369358,0.003909035436579164,0.0001890239572229436,0.1935165941701353,0.0170208415991268
2006-05-09 00:00:00 +0000,215969.1800545246,169783.0851838899,841.7247388410551,41.63839931213466,41607.59049982118,3695.141232660257,0.786144972819852,0.003897429895453367,0.000192797876537858,0.1926552227929779,0.01710957661517891
2006-05-10 00:00:00 +0000,219015.7034154166,172123.3886094989,855.4635862036793,43.21144843700744,42283.67647930339,3709.963291973631,0.7858951934739812,0.003905946344774576,0.0001972984026403185,0.1930623047567603,0.01693925702184369
2006-05-11 00:00:00 +0000,217747.3864508494,170901.3375740379,858.0069275353657,42.52809593989542,42285.00361338191,3660.510239954287,0.7848605687518289,0.003940377616100746,0.0001953093290031061,0.194192932932982,0.01681081137008526
2006-05-12 00:00:00 +0000,220857.8780715803,173462.642956005,867.6461467507924,41.65406034471637,42791.83305478084,3694.101853698889,0.7854039188938762,0.003928527043393884,0.0001886011977857373,0.1937528035151726,0.01672614934977156
2006-05-13 00:00:00 +0000,224608.9173729683,176410.1992692479,880.0274186551198,42.13808241313673,43471.11524747618,3805.43735517591,0.7854104874042679,0.003918043098857977,0.000187606453501423,0.1935413596036857,0.0169425034396871
2006-05-14 00:00:00 +0000,222752.003054523,175190.6372365642,865.6384291607953,42.68374261932799,42854.33836464666,3798.705281532049,0.7864828815644039,0.003886108395393028,0.0001916200170324856,0.1923858720774655,0.01705351794570503
2006-05-15 00:00:00 +0000,223166.1349837608,175622.0745933502,866.7146186253037,42.85573081193422,42854.43302435499,3780.057016618317,0.7869566527472002,0.003883719269002765,0.0001920350989412113,0.1920292835983981,0.01693830928645774
2006-05-16 00:00:00 +0000,219576.3046081293,172867.8017640115,854.0219268581225,42.2355091102464,42081.27232346304,3730.97308468648,0.7872789464806916,0.003889408414911926,0.0001923500315101064,0.1916476024066628,0.01699169266622383
2006-05-17 00:00:00 +0000,221375.1243066441,174043.4949228616,863.797160149015,43.87817160869421,42632.11592543656,3791.838126588235,0.7861926468385864,0.003901961265315888,0.0001982073267993521,0.1925786199283324,0.01712856464096599
2006-05-18 00:00:00 +0000,220038.6800497964,172920.7549272742,862.757511180269,45.71193473906893,42392.15920321557,3817.296473387305,0.7858652619082288,0.003920935678149953,0.0002077449961466955,0.1926577599612118,0.01734829745626279
2006-05-19 00:00:00 +0000,216757.9580011246,170109.4114645224,857.4531426348087,45.97049615202861,41919.23982720856,3825.883070606804,0.784789693689769,0.003955809283968065,0.0002120821610240031,0.1933919299377745,0.01765048492746437
2006-05-20 00:00:00 +0000,215522.0721430785,169296.18252794,847.394433896555,46.57588112382607,41456.79487142991,3875.124428688276,0.7855166797744474,0.003931822042495934,0.0002161072444260176,0.1923552166105196,0.01798017432811104
2006-05-21 00:00:00 +0000,215674.129453358,169455.4142473802,847.799462595521,46.2170636037752,41463.92991071958,3860.768769058971,0.7857011625681644,0.003930927945527502,0.0002142911795722359,0.192252682395487,0.01790093591124895
2006-05-22 00:00:00 +0000,213101.7630093327,167599.3552468304,833.8789341979585,44.64707768906212,40799.92908577709,3823.952664838237,0.7864756859824309,0.003913055070133039,0.0002095105974656193,0.1914574919963955,0.01794425635357492
2006-05-23 00:00:00 +0000,217896.9692645373,171137.7138500735,857.2969770415489,44.14206766324092,42025.66996282832,3832.146406930626,0.7854065819626165,0.003934414415836824,0.0002025822929627366,0.1928694561685581,0.01758696516002578
2006-05-24 00:00:00 +0000,210702.6101463271,165441.7552073089,827.6180307930905,41.94076503470962,40659.93240706812,3731.363736122194,0.7851908198593947,0.003927896432883926,0.0001990519481727489,0.1929730836216549,0.01770914813789382
2006-05-25 00:00:00 +0000,205321.0484074634,161815.141440456,799.6907638575116,43.05098300678377,39031.81384026293,3631.351379880144,0.788107905621692,0.003894830900485714,0.0002096764230491766,0.1901013760791031,0.01768621097566997
2006-05-26 00:00:00 +0000,215931.9355799525,169977.2364952942,843.7827267880426,44.86909012246106,41263.3887415648,3802.658526182951,0.7871797010422168,0.003907632859038666,0.0002077927472930354,0.1910944234846,0.01761044986685146
2006-05-27 00:00:00 +0000,221158.3317006144,173837.6779476725,867.8125309582658,45.72735972787162,42468.19097460626,3938.922887649504,0.7860326880336544,0.003923942291864624,0.0002067629981481931,0.1920261861628443,0.01781042051348844
2006-05-28 00:00:00 +0000,223708.7510952582,175859.3677542179,877.9186222822831,45.4772779078022,42961.72122459054,3964.266216259681,0.7861085759641768,0.003924382117302391,0.0002032878807161073,0.1920430962769841,0.01772065776082064
2006-05-29 00:00:00 +0000,224817.0206736708,176976.199165214,880.902450504628,44.85322725533395,42982.30330736189,3932.762523334948,0.7872010697183853,0.003918308533157222,0.0001995099264323045,0.1911879411023425,0.01749317071968266
2006-05-30 00:00:00 +0000,227497.0409364178,179153.383267928,888.685820419801,42.59318819888265,43481.1019528892,3931.276706981829,0.7874976418616315,0.003906362108103974,0.0001872252404847184,0.1911282088501606,0.0172805619396191
2006-05-31 00:00:00 +0000,227235.5517719823,178961.0634536752,888.2406704514884,42.47807339131349,43436.752625912,3907.016948552284,0.7875575017119341,0.003908898337099938,0.0001869341001444078,0.1911529788679294,0.01719368698289232
2006-06-01 00:00:00 +0000,216936.5796586488,171166.6622701931,841.2849183402221,41.03866566294963,41149.13012653613,3738.463677916454,0.7890170599145842,0.003878022414034506,0.0001891735627413516,0.1896827643880279,0.01723297972061213
2006-06-02 00:00:00 +0000,227557.0400102201,179179.0243335461,887.8570540064488,44.6732656185351,43460.98587991545,3984.499477133487,0.7874026851707108,0.003901690116757422,0.0001963167811311341,0.1909894146890095,0.01750989324239116
2006-06-03 00:00:00 +0000,232243.6690462292,183258.4822076873,901.0668869867159,43.96086763188348,44019.00130922676,4021.157774696479,0.7890784836473147,0.003879834015227147,0.0001892876900042983,0.1895380032962904,0.01731439135116337
2006-06-04 00:00:00 +0000,234475.7873964691,184789.0965443482,913.0656501829319,43.46614025295158,44706.67476743586,4023.48429424915,0.7880945772532711,0.003894072220937049,0.000185375815283886,0.1906664874179204,0.01715948729258746
2006-06-05 00:00:00 +0000,234706.2542938786,184986.6993309605,913.3251504466283,43.32149821606141,44719.17425258947,4043.734061665906,0.7881626328514296,0.003891354123452726,0.0001845775194461501,0.1905325206911446,0.01722891481452683
2006-06-06 00:00:00 +0000,231815.7032194826,182837.918383031,896.9620779311382,41.93403845134448,44027.94563065224,4010.943089416915,0.7887210221040135,0.003869289549732946,0.0001808938646906134,0.1899265020410057,0.01730229244055724
2006-06-07 00:00:00 +0000,230503.9906380979,181549.6434266174,899.7059253896402,45.69673703440905,44014.3796474854,3994.564901571033,0.7876203918380698,0.003903211926609205,0.0001982470538054809,0.1909484496369959,0.01732969954451977
2006-06-08 00:00:00 +0000,232153.383065543,183200.0594033143,902.1444683533371,48.53845520344572,44000.97959316954,4001.661145502336,0.7891337054157516,0.003885984586744696,0.0002090792499446026,0.1895340873871604,0.01723714336039877
2006-06-09 00:00:00 +0000,236992.6634427548,186663.8975143146,923.3555678256555,48.32642489290635,45258.31336474982,4098.770570971903,0.7876357639206114,0.003896135662649703,0.0002039152781815101,0.1909692591630875,0.01729492597546993
2006-06-10 00:00:00 +0000,242052.7287388355,190825.5701007886,941.0835731024131,48.48510886895922,45990.98160701496,4246.608349060521,0.7883636391750048,0.003887927965141025,0.0002003080449519434,0.1900039790777871,0.01754414573711511
2006-06-11 00:00:00 +0000,237288.0373784988,186750.7238351938,928.5623674181767,47.1157701927215,45492.04661908405,4069.588786610087,0.787021233343117,0.003913228739538286,0.0001985593994254628,0.1917165615328494,0.01715041698506981
2006-06-12 00:00:00 +0000,238835.1030951381,187859.5621955704,937.7623124280735,47.98367219858928,45919.06168939203,4070.733225549007,0.7865659602003229,0.003926400685139334,0.0002009071178262911,0.1922626158982189,0.01704411609849271
2006-06-13 00:00:00 +0000,228644.5729061756,179813.0507349033,899.374658993342,46.07302587330435,43987.72875200698,3898.345734398711,0.7864304341423823,0.003933505385944152,0.0002015050052913805,0.1923847489266993,0.01704980653968288
2006-06-14 00:00:00 +0000,216059.2696857977,171803.1458078483,808.9980940087378,46.97628519509362,39630.50639299308,3769.643105752459,0.7951667431704809,0.003744334113436634,0.0002174231416379796,0.183424235630461,0.01744726394398366
2006-06-15 00:00:00 +0000,225076.8937957201,178936.1901845803,838.9616415360081,47.47364075037791,41280.47792064532,3973.790408208092,0.7950002648738475,0.003727444551893675,0.0002109218762964848,0.183406111682488,0.01765525701547448
2006-06-16 00:00:00 +0000,250770.6475347306,197378.7551257473,976.0410595938957,49.94766849644641,48082.00311865498,4283.900562237988,0.787088748488442,0.003892166284966499,0.0001991766938733485,0.19173696599398,0.01708294253873826
2006-06-17 00:00:00 +0000,247880.5117034738,195474.2454444744,961.9043748795638,49.02260351543418,47222.85742114271,4172.48185946166,0.7885825477006834,0.003880516335347244,0.0001977670740573478,0.190506535171401,0.01683263371851102
2006-06-18 00:00:00 +0000,242919.5786313673,191717.5150766041,943.3878283464311,47.99569080407453,46181.05936173231,4029.620673880432,0.7892221621524264,0.003883539703393076,0.0001975785199138207,0.1901084285668571,0.01658829105740965
2006-06-19 00:00:00 +0000,237933.6674042862,187716.24974413,928.15753525872,46.95370605090991,45385.09769765893,3857.208721187573,0.7889436236241886,0.003900908792708333,0.0001973394793731662,0.190746850552018,0.01621127755171183
2006-06-20 00:00:00 +0000,240695.5116047517,189794.352440547,941.0142808906205,48.44764256401137,46047.69780771484,3863.999433035233,0.7885246848815779,0.00390956306005352,0.000201281869533021,0.1913109949608457,0.01605347522798988
2006-06-21 00:00:00 +0000,238829.6094526206,188457.2015080724,929.7700456170096,47.1893063016885,45539.869256643,3855.57933598653,0.7890864199795078,0.003893026696932479,0.0001975856612161399,0.1906793272451306,0.01614364041721303
2006-06-22 00:00:00 +0000,240709.3666825085,189323.506810516,949.6900159911377,48.59840594205617,46450.84600829936,3936.725441760019,0.7865232226722211,0.003945380394123849,0.0002018966133800544,0.192974817093708,0.01635468322656713
2006-06-23 00:00:00 +0000,239429.9307784243,188077.3380932714,945.9603296130404,46.54600586829476,46408.50497049615,3951.581379175512,0.7855214153126235,0.003950885866848704,0.0001944034553949307,0.1938291708961148,0.01650412446901814
2006-06-24 00:00:00 +0000,226434.4228484433,179497.7211637067,878.599185286597,46.19868297107733,42391.56452428789,3620.339292191105,0.7927139297360621,0.003880148496126225,0.0002040267658508748,0.1872134280248606,0.01598846697710031
2006-06-25 00:00:00 +0000,243124.2572578872,192072.561283517,950.52262163385,48.10595812141111,46089.4483099388,3963.619084676156,0.7900180897201936,0.003909616557206013,0.0001978657278544776,0.1895715747567332,0.01630285323801261
2006-06-26 00:00:00 +0000,241582.7750886643,190255.1934169048,955.5313385433653,48.6818004330346,46416.32314512177,3907.045387661348,0.7875362527277802,0.003955295811933081,0.0002015118851713153,0.1921342410612111,0.01617269851390443
2006-06-27 00:00:00 +0000,236046.1232407877,185686.7781666522,930.4988203845227,45.96327931527043,45523.40188217643,3859.481092259193,0.7866546402765341,0.00394202119318576,0.0001947216022200198,0.1928580789939032,0.01635053793415699
2006-06-28 00:00:00 +0000,235499.021814843,185304.1877217471,932.0668688626251,46.66291638509414,45410.26174268324,3805.842565164862,0.7868575686375434,0.003957837538686027,0.0001981448416451685,0.1928256915580153,0.01616075742410998
2006-06-29 00:00:00 +0000,248456.4989956407,194878.9505527274,987.2917838068457,49.66851093683344,48448.75838622075,4091.829761948884,0.7843584343356084,0.003973700779805999,0.0001999082782604326,0.1949989578943186,0.01646899871200663
2006-06-30 00:00:00 +0000,261065.8690783978,205222.7182385794,1029.116343603482,50.04543498896831,50473.45633377738,4290.532727448574,0.7860955511459495,0.003941979651481902,0.0001916965828035519,0.1933360975601918,0.01643467505957331
2006-07-01 00:00:00 +0000,254445.6488053377,199831.6741904111,1006.147782977972,50.4043404286008,49344.53385627041,4212.888635249594,0.785360941044393,0.003954273880107577,0.0001980947234321243,0.1939295644785075,0.0165571258735599
2006-07-02 00:00:00 +0000,260178.5789689287,204428.5687893799,1023.771089514573,51.8776039260575,50305.19858090866,4369.162905199552,0.7857240576819098,0.003934878472976956,0.0001993922948293636,0.1933487329366814,0.01679293861360251
2006-07-03 00:00:00 +0000,262153.9304785903,205896.2955853445,1031.883887095579,51.45362417897341,50767.46838069786,4406.829001273416,0.7854022833434484,0.003936175533251643,0.000196272564309981,0.1936551868133976,0.01681008174559227
2006-07-04 00:00:00 +0000,261224.9073706536,205046.4123463442,1030.110219989419,52.55453084677916,50669.82413036485,4426.006143108342,0.7849420425112933,0.003943384382285529,0.0002011849917979269,0.1939701104323453,0.01694327768227804
2006-07-05 00:00:00 +0000,259173.1271632151,203490.0191838167,1018.878143655655,50.89290095815765,50215.21772680261,4398.119207981905,0.7851509198161128,0.003931264613765351,0.0001963664270104195,0.193751637279815,0.01696981186329621
2006-07-06 00:00:00 +0000,249235.3252197276,195730.5587545511,983.477232391155,50.31948303243723,48240.37852480187,4230.591224951057,0.7853243057820702,0.003945978490505367,0.0002018954696252436,0.1935535361300522,0.01697428412774689
2006-07-07 00:00:00 +0000,255244.4139426551,200498.8205157664,1007.159897327426,51.76301295003141,49378.89844984325,4307.772066767987,0.7855169773110561,0.003945864600013151,0.0002027978287574232,0.1934573128833959,0.01687704737677746
2006-07-08 00:00:00 +0000,253505.8987998261,199378.5014665022,994.3684666932115,50.16471921475153,48807.87386598942,4274.990281426466,0.7864846633171876,0.003922466780460944,0.0001978838340734734,0.1925315114837987,0.01686347458447937
2006-07-09 00:00:00 +0000,255630.4258567667,200824.1441959595,1004.288643954163,50.91363252196054,49412.03565123031,4339.043733100788,0.7856034488965099,0.003928674141930507,0.0001991689070317794,0.1932948141271594,0.01697389392736847
2006-07-10 00:00:00 +0000,257060.4821372931,201853.5556758862,1010.297633424623,50.05043976227075,49796.68234213884,4349.896046081137,0.7852375985511398,0.003930194267997346,0.0001947029716358323,0.1937158209932206,0.01692168321600637
2006-07-11 00:00:00 +0000,254076.6053236794,199458.019250009,1002.972868926231,50.05289811704575,49287.25035561528,4278.309951011799,0.78503103029069,0.003947521526621862,0.0001969992398681538,0.1939857874471602,0.01683866149565983
2006-07-12 00:00:00 +0000,253456.3684092277,199040.7410936921,996.1595138203669,47.53216786391071,49096.17068616583,4275.764947685422,0.7853057405617179,0.003930299799024894,0.000187535898830389,0.1937065972905275,0.01686982644989935
2006-07-13 00:00:00 +0000,252667.2628911546,198185.874433565,997.2066321097576,47.71852586171977,49176.66450617487,4259.798793443289,0.7843749608311568,0.003946718782240261,0.0001888591553796829,0.194630139035303,0.01685932219592036
2006-07-14 00:00:00 +0000,256059.7077882282,200892.631522252,1008.742748186044,49.46182187038404,49804.02049085503,4304.851205064729,0.7845538576041741,0.003939482540612423,0.0001931651890788338,0.1945015907463465,0.01681190391978818
2006-07-15 00:00:00 +0000,246882.9272259755,193459.6583699987,978.4463858553839,49.23931302184442,48212.19940016093,4183.383756938671,0.7836088973172383,0.003963199873111509,0.0001994439776581836,0.1952836510077167,0.01694480782427519
2006-07-16 00:00:00 +0000,245047.0968038998,192035.6916956332,969.9844478716344,48.91215078023565,47836.54381376454,4155.964695850189,0.7836685037297575,0.00395835927265798,0.0001996030616897202,0.1952136729538403,0.01695986098205449
2006-07-17 00:00:00 +0000,249771.7978893979,196011.9307509794,986.1229453544623,49.28353921805013,48564.71525007669,4159.745403769236,0.7847640622652523,0.003948095636446234,0.0001973142670009266,0.1944363441367458,0.01665418369455476
2006-07-18 00:00:00 +0000,242234.167970389,189464.9093713732,971.7935656910702,46.56578674144708,47746.43061003418,4004.46863654908,0.7821560061441607,0.004011793934082262,0.0001922345932103985,0.1971085706450411,0.01653139468350556
2006-07-19 00:00:00 +0000,246397.878756014,192995.9883064082,976.5353606826317,46.78026630706135,48240.61137020009,4137.963452416016,0.7832696826806493,0.003963245810446316,0.0001898566113606185,0.1957833874778139,0.01679382741972984
2006-07-20 00:00:00 +0000,239170.484383472,188029.588112416,923.1867561428672,35.86881684422612,46223.36998968237,3958.470708386526,0.7861738817693756,0.003859952696598981,0.0001499717531479183,0.193265360936304,0.01655083284457352
2006-07-21 00:00:00 +0000,256581.9858001341,201113.1865241159,1018.295979641981,44.01708565449002,50173.35272508841,4233.13348563334,0.7838164705794041,0.00396869630760122,0.0001715517381987111,0.1955451103421235,0.01649817103267242
2006-07-22 00:00:00 +0000,259954.5569354361,203373.20847288,1034.37973295289,47.65680619067701,51188.66309793492,4310.648825477586,0.7823413863962041,0.00397907905576664,0.0001833274505840394,0.1969138902637066,0.01658231683373877
2006-07-23 00:00:00 +0000,253570.7535929513,198113.6045107148,1011.639984713763,47.45388842745946,50129.1444826575,4268.91072643779,0.7812951679306833,0.003989576756701663,0.0001871425933593099,0.1976929270129005,0.01683518570635528
2006-07-24 00:00:00 +0000,251821.947896456,197578.4501699714,991.7886509536471,47.26149616706338,48965.55676531064,4238.890814053188,0.7845958297932459,0.003938451986565723,0.0001876782248801298,0.1944451513235227,0.01683288867178541
2006-07-25 00:00:00 +0000,252591.3002019523,198400.3629676749,990.9788967507668,46.91253840007426,48915.92010372275,4237.125695403854,0.7854600012314337,0.003923250309723483,0.0001857250758936141,0.1936563930135891,0.01677463036936022
2006-07-26 00:00:00 +0000,258979.3968468716,203347.417507905,1020.669548850868,47.78732753501948,50301.32725508041,4262.195207500302,0.7851876248987464,0.003941122580706164,0.0001845217346122517,0.1942290694453288,0.01645766134060632
2006-07-27 00:00:00 +0000,254756.5184853828,200041.6352539618,1001.853477459741,46.50019898005844,49435.52827625909,4231.00127872208,0.7852267586449987,0.00393259212135616,0.0001825280046081588,0.194050101525059,0.01660801970397803
2006-07-28 00:00:00 +0000,250052.3607906263,196675.9566257311,976.1480404996017,45.63070070757989,48119.82105642993,4234.804367258084,0.7865390912682153,0.00390377454311239,0.0001824845826822142,0.1924389791973274,0.0169356704086628
2006-07-29 00:00:00 +0000,244971.9363877854,192362.4985345168,963.2163937282652,45.17816233898359,47435.21839101966,4165.824906181736,0.7852430011820252,0.003931945870744614,0.0001844217872673689,0.1936353163161135,0.01700531484384939
2006-07-30 00:00:00 +0000,248420.522099468,195225.0541845187,975.0726261150002,47.64908041057993,47915.74026407664,4257.005944347025,0.7858652438800942,0.003925088868964616,0.00019180814856955,0.1928815697637537,0.01713628933861798
2006-07-31 00:00:00 +0000,258274.4380134714,202886.8142379239,1012.97311148202,48.94462142376709,49973.64264778244,4352.06339485926,0.7855474037556186,0.003922080401271396,0.0001895062546654895,0.193490470958554,0.01685053862989051
2006-08-01 00:00:00 +0000,265970.913325351,209172.8231819083,1039.871101949391,50.05071440265424,51269.01073163778,4439.157595452805,0.7864499939737247,0.003909717378296029,0.0001881811577697946,0.1927617200341098,0.01669038745609965
2006-08-02 00:00:00 +0000,259934.0195879057,204292.6912875686,1021.801218719269,48.83285740898611,50241.41113576959,4329.283088439333,0.7859405691161556,0.003931002261032289,0.0001878663573410082,0.1932852468307971,0.01665531543467413
2006-08-03 00:00:00 +0000,262602.1594504196,206328.1809149977,1035.706853638429,48.5961198088397,50852.49944834728,4337.176113627289,0.7857063374756953,0.003944014991369386,0.0001850560555577413,0.1936484435420206,0.01651614793535681
2006-08-04 00:00:00 +0000,266470.7937962847,209092.681531758,1053.540107764155,49.17229573569244,51828.01352283391,4447.386338193016,0.784673916990723,0.003953679473667121,0.0001845316518000256,0.1944979139532121,0.01668995793059789
2006-08-05 00:00:00 +0000,265233.1175687448,208400.1354431009,1042.622118142856,48.25793572525053,51327.23169787602,4414.870373899764,0.785724412371266,0.003930965060849247,0.0001819453625082951,0.193517431640386,0.01664524556499054
2006-08-06 00:00:00 +0000,259960.1977963221,203618.3479627881,1035.159689842762,46.200485357304,51018.49392421846,4241.99573411552,0.7832673989666769,0.003981993007459573,0.0001777213809996479,0.1962550204096677,0.01631786623519616
2006-08-07 00:00:00 +0000,259848.3945385201,203851.6656603831,1024.701079864448,46.05234816260371,50560.53881839332,4365.436631716735,0.7845023095963901,0.003943457421333211,0.0001772277571481277,0.1945770683255008,0.01679993689962783
2006-08-08 00:00:00 +0000,251946.9117574125,197726.1560638896,992.9198562174852,45.22031516219101,48913.94737570143,4268.668146441756,0.7847929338950207,0.00394098839827622,0.0001794835064528652,0.1941438656045061,0.01694272859574421
2006-08-09 00:00:00 +0000,253711.192527842,198927.5854454191,1007.796451748819,44.70714062601898,49471.86824973385,4259.23524031417,0.7840709882106957,0.003972219127219719,0.0001762127251091332,0.1949928489824305,0.01678773095454496
2006-08-10 00:00:00 +0000,253378.3773892883,198365.8771919622,1022.8355480169,47.08467178619816,49703.77687426953,4238.803103253437,0.7828839983736837,0.004036790978598086,0.0001858275053749266,0.1961642401628655,0.0167291429794776
2006-08-11 00:00:00 +0000,257266.516392489,201331.8265980332,1033.077928288231,44.71322584401959,50534.56163114715,4322.337009176428,0.7825807626316937,0.004015594189148792,0.0001738011866876781,0.1964288331795615,0.01680100881290831
2006-08-12 00:00:00 +0000,258489.7606726084,202938.3882279748,1027.097466407952,45.60027308956099,50130.50794063576,4348.166764500373,0.7850925611131168,0.003973455133137082,0.0001764103652342201,0.1939361459045522,0.01682142748395967
2006-08-13 00:00:00 +0000,257449.0384807858,202557.0037052572,1009.97774443426,47.57615382395854,49489.84963584141,4344.631241429029,0.7867848522587301,0.003923020067948853,0.0001847983356422956,0.1922316351534363,0.01687569418424253
2006-08-14 00:00:00 +0000,264265.2007262264,207794.3171254924,1032.756385384157,48.08389818042848,50882.85317272235,4507.190144447086,0.7863097999829469,0.003908030200518428,0.0001819531971984554,0.1925446598072365,0.0170555568120997
2006-08-15 00:00:00 +0000,262343.6924796138,206671.5881092264,1019.170488174254,49.70276998924552,50157.03000490608,4446.20110731783,0.7877894305588705,0.003884867513075244,0.000189456699032731,0.1911882444393195,0.01694800078970199
2006-08-16 00:00:00 +0000,254810.5306671149,201676.8616121688,957.7336661958394,41.75663544718967,47897.89892355049,4236.279829752625,0.7914777347865575,0.003758611010653343,0.0001638732721833252,0.187974566035987,0.01662521489461874
2006-08-17 00:00:00 +0000,267319.2009247303,210938.8216391724,1032.755807492674,49.28669401065573,50821.38438412583,4476.952399928827,0.7890896759734325,0.003863380572439574,0.0001843739388721781,0.190114979426546,0.01674759008870976
2006-08-18 00:00:00 +0000,268334.9227893756,210813.4618179277,1050.419420890936,50.29640265826002,51866.62722686838,4554.117921030319,0.7856355767132172,0.003914583349687371,0.0001874388996237334,0.1932906335400111,0.01697176749746058
2006-08-19 00:00:00 +0000,260180.6830817182,205683.8424227872,1001.752077390862,49.0144794534276,49063.58215155554,4382.491950531165,0.7905423261502681,0.003850216955100502,0.0001883863124382413,0.1885750378176443,0.01684403276454887
2006-08-20 00:00:00 +0000,264067.4783717191,207652.898539909,1041.511360925299,49.40965409454747,50930.0294129174,4393.629403872811,0.7863630153183911,0.003944110677117149,0.0001871099553766145,0.192867481171706,0.01663828287740925
2006-08-21 00:00:00 +0000,263178.0621104527,206811.1248306177,1042.373928450308,47.79696946794097,50909.67690914386,4367.089472772907,0.7858220520820672,0.003960717394494819,0.0001816145657607326,0.1934419476338331,0.01659366832384415
2006-08-22 00:00:00 +0000,263484.3148223511,206802.4343112474,1038.260263769847,46.34385028879231,51229.34857563601,4367.927821409009,0.784875693457046,0.003940501219094855,0.0001758884596984025,0.1944303538909948,0.01657756297316595
2006-08-23 00:00:00 +0000,267243.612541867,209547.5139520468,1064.066443211919,50.23125889250068,52139.75348251372,4442.047405202102,0.7841067255413582,0.003981634708089498,0.0001879605593365916,0.1951019632858218,0.016621715905394
2006-08-24 00:00:00 +0000,271419.7539869504,212650.5397190744,1086.823950356433,51.37997844294117,53136.00830551892,4495.002033557723,0.7834748082827399,0.004004218316433542,0.000189300806916992,0.1957706007944936,0.01656107179941604
2006-08-25 00:00:00 +0000,274983.3469346262,215213.5945574095,1101.42996472491,52.20301953550636,54037.19400966217,4578.925383294158,0.7826422834564369,0.004005442427707307,0.0001898406580523473,0.1965107873332738,0.01665164612452964
2006-08-26 00:00:00 +0000,271738.2153807947,212984.7689026499,1082.99202787598,52.31593367885142,53081.64643742425,4536.492079165744,0.7837865888836728,0.003985424083095386,0.0001925232842408256,0.1953411166811388,0.01669434706785214
2006-08-27 00:00:00 +0000,276396.6653474072,216812.7862012865,1103.889791470482,51.87362264131897,53861.86372710679,4566.252004902135,0.7844262011221126,0.003993860743880486,0.0001876781783026152,0.1948716119979486,0.01652064795775572
2006-08-28 00:00:00 +0000,271326.7378320644,212895.0200113095,1083.718699976679,51.64503270236275,52831.79755864967,4464.556529426197,0.7846444538137602,0.003994146351501261,0.0001903425851613933,0.1947165177334992,0.01645453951607784
2006-08-29 00:00:00 +0000,269200.8649805175,211368.026686071,1072.219543361389,51.20647396817092,52284.74968385852,4424.662593258434,0.7851684529370587,0.003982972132868099,0.0001902166026542181,0.1942220716402321,0.01643628668718674
2006-08-30 00:00:00 +0000,265132.2536582976,207977.4628484147,1059.519366605295,51.0875624833451,51670.3231611623,4373.860719631979,0.7844291291562588,0.00399619190794796,0.0001926870902292663,0.194885090169961,0.01649690167560304
2006-08-31 00:00:00 +0000,265426.8858332359,208523.8739082383,1057.077752010581,51.59246567223457,51406.08313208406,4388.258575230683,0.7856170005296714,0.003982557187800218,0.0001943754322787384,0.1936732331041317,0.01653283374611781
2006-09-01 00:00:00 +0000,272126.4377209486,213647.2440086715,1082.583155968627,52.18509804363807,52870.18713188862,4474.238326376259,0.7851028580609853,0.003978235870925407,0.0001917678358658821,0.1942853754845541,0.01644176274766936
2006-09-02 00:00:00 +0000,122752.0825859617,95114.26286831316,483.0070616019666,14.42229751016074,25002.57560584996,2137.814752686433,0.7748484658230208,0.003934817653816366,0.0001174912653727157,0.2036835146022145,0.01741571065557563
2006-09-03 00:00:00 +0000,122662.1230429771,95026.25881248077,484.6331523201196,14.4589934208702,24992.16038656899,2144.611698186352,0.7746992833247019,0.003950960086923645,0.0001178765951719603,0.2037479848429861,0.01748389515021638
2006-09-04 00:00:00 +0000,125334.6965207313,96706.29321232486,501.9304675986743,14.52936298471404,25894.96987304333,2216.973604779762,0.7715843728582282,0.004004720811811684,0.0001159245076427082,0.2066065550233338,0.01768842679898345
2006-09-05 00:00:00 +0000,126129.1641225082,97322.17330628085,504.9400576185511,14.64758891686794,26071.77594543298,2215.627224258938,0.7716072169617539,0.004003356885233197,0.0001161316577238304,0.2067069589084859,0.01756633558680305
2006-09-06 00:00:00 +0000,123648.6575661449,94982.96718380257,499.7669891688232,14.58698971440326,25951.67367142206,2199.66273203703,0.7681682037913931,0.004041831096318023,0.0001179712744281115,0.209882373025679,0.01778962081218179
2006-09-07 00:00:00 +0000,115914.4652362799,89016.54485002183,472.2003200113092,14.4804441017608,24412.77621105898,1998.463411086053,0.7679502697835908,0.004073696229791307,0.0001249235293648974,0.2106102647438867,0.01724084571336621
2006-09-08 00:00:00 +0000,238553.58220229,185136.8126654875,994.0643536183518,47.14955580511627,48470.01239723484,3905.543230144152,0.7760806228786544,0.004167048528222895,0.0001976476537046261,0.203182915761596,0.01637176517782201
2006-09-09 00:00:00 +0000,118713.6373438688,91630.28349460916,480.6257771775548,14.55103445662388,24653.46136164326,1934.715675982234,0.7718597925627587,0.004048614699466772,0.0001225725601724678,0.2076716872066807,0.01629733297092135
2006-09-10 00:00:00 +0000,246525.9546927301,191309.9830419676,1023.469769295132,48.84906233101998,50127.30744307513,4016.345376061282,0.776023698114936,0.004151570046937997,0.0001981497745010477,0.2033348071019694,0.01629177496165567
